IE_XML_ID;IE_NAME;IE_ACTIVE;IE_PREVIEW_TEXT;IE_DETAIL_PICTURE;IE_DETAIL_TEXT;IE_CODE;IP_PROP290;IP_PROP291;IP_PROP292;IP_PROP293;IP_PROP294;IP_PROP295;IP_PROP296;IP_PROP297;IP_PROP298;IP_PROP299;IP_PROP300;IP_PROP301;IP_PROP302;IP_PROP303;IP_PROP304;IP_PROP305;IP_PROP306;IP_PROP311;IP_PROP313;IP_PROP314;IC_GROUP0;IC_ACTIVE0;IC_GROUP1;IC_ACTIVE1;IC_GROUP2;IC_ACTIVE2;CP_QUANTITY;CP_WEIGHT;CP_WIDTH;CP_HEIGHT;CP_LENGTH;CV_QUANTITY_FROM;CV_QUANTITY_TO;CV_PRICE_1;CV_CURRENCY_1
1573;Входная дверь Богема для дома и квартиры;N;;/upload/iblock/923/923d9e5b49555e5abe3a4fbaeb2a9aa0.jpg;"&lt;p&gt;Коллекция «Art» — это уникальные двери со сложной художественной фрезеровкой. Индивидуальный стиль, богатство форм и деталей, встраиваемые декоративные элементы позволяют превратить входную дверь в настоящее произведение искусства. Модель «Богема» имеет антивандальное патинированное покрытие Vinorit. Дверь выглядит лёгкой, воздушной и нарядной, однако её защитные свойства ещё более внушительны: не поддаётся влиянию температур, имеет защиту от ультрафиолета и устойчивость к механическим повреждениям.&lt;/p&gt;<br />
&lt;p&gt;При изготовлении используются гнутые профили, а вертикальные и горизонтальные рёбра предотвращают взлом путём скручивания. Фурнитура и замки Kale, Apect, Crit имеют международные сертификаты и высочайшие классы безопасности, совмещают в себе высокий уровень секретности и устойчивость к грубому физическому воздействию.&lt;/p&gt;";vkhodnaya_dver_bogema_dlya_doma_i_kvartiry;/upload/iblock/bd0/bd0677d11da11a8127401c2b85d9a009.jpg;/upload/iblock/8ce/8ce3fadef3f3ed91fc24172cb9160fbf.jpg;3;706;Краска;МДФ влагостойкий ;патина серебро;16 мм;рис. П-11;цвет «Белый»;Винорит;МДФ влагостойкий;патина серебро ;16 мм;рис. ХФ-34;цвет «Белый»;380;Богема;Для дома;от 2000 мм до 2380 мм;;;;;;;;;;;;;;;
1573;Входная дверь Богема для дома и квартиры;N;;/upload/iblock/923/923d9e5b49555e5abe3a4fbaeb2a9aa0.jpg;"&lt;p&gt;Коллекция «Art» — это уникальные двери со сложной художественной фрезеровкой. Индивидуальный стиль, богатство форм и деталей, встраиваемые декоративные элементы позволяют превратить входную дверь в настоящее произведение искусства. Модель «Богема» имеет антивандальное патинированное покрытие Vinorit. Дверь выглядит лёгкой, воздушной и нарядной, однако её защитные свойства ещё более внушительны: не поддаётся влиянию температур, имеет защиту от ультрафиолета и устойчивость к механическим повреждениям.&lt;/p&gt;<br />
&lt;p&gt;При изготовлении используются гнутые профили, а вертикальные и горизонтальные рёбра предотвращают взлом путём скручивания. Фурнитура и замки Kale, Apect, Crit имеют международные сертификаты и высочайшие классы безопасности, совмещают в себе высокий уровень секретности и устойчивость к грубому физическому воздействию.&lt;/p&gt;";vkhodnaya_dver_bogema_dlya_doma_i_kvartiry;/upload/iblock/bd0/bd0677d11da11a8127401c2b85d9a009.jpg;/upload/iblock/8ce/8ce3fadef3f3ed91fc24172cb9160fbf.jpg;3;706;Краска;МДФ влагостойкий ;патина серебро;16 мм;рис. П-11;цвет «Белый»;Винорит;МДФ влагостойкий;патина серебро ;16 мм;рис. ХФ-34;цвет «Белый»;380;Богема;Для квартиры;от 2000 мм до 2380 мм;;;;;;;;;;;;;;;
1574;Металлическая дверь Британия для квартиры;N;;/upload/iblock/5ad/5ad41d6796077999b925e36bf7d5c952.jpg;"<p>
	 Коллекция «Tradition» — это гармоничное сочетание практичности, строгости и функциональности. Каждая дверь линии имеет свои неповторимые особенности. Модель «Британия» по-английски сдержанная и надёжная, покрыта экошпоном — натуральным материалом, который отличается экологичностью, прочностью и невысокой ценой. На ощупь он напоминает ламинат с ярко выраженной структурой дерева и выглядит как натуральная древесина.
</p>
<p>
	 Чтобы обеспечить высокий уровень безопасности, при изготовлении двери использованы гнутые профили, 3 мм стали в зоне замков, вертикальная и горизонтальная система рёбер, а также противосъёмные ригели. Вся фурнитура принадлежит лучшим мировым производителям, имеет высочайшие классы безопасности и сертификаты.
</p>";metallicheskaya_dver_britaniya_dlya_kvartiry;/upload/iblock/79b/79b25713dfe591276585d61157cabc70.jpg;/upload/iblock/56c/56c93a0bcc8bc1a2fa38817c5c8500af.jpg;2;706;Экошпон;МДФ;;16 мм;рис. Л-2;цвет «Пломбир»;Экошпон;МДФ;;16 мм;рис. Л-2;цвет «Капучино»;371;Британия;Для квартиры;от 1980 мм до 2380 мм;;;;;;;;;;;;;;;
1575;Металлическая дверь Неон для квартиры;N;;/upload/iblock/e3e/e3e7b09f813adebab9e4662766695d31.jpg;"<p>
	 Коллекция дверей «City» отличается особым неповторимым стилем. Минималистичный дизайн и надёжность, строгость форм и чёткость — все это присуще модели «Неон». Дверь имеет высший класс по герметичности, высокий коэффициент сопротивления теплопередачи и шумоизоляцию 40 дБА. Она прошла сложнейшие испытания в условиях повышенной влажности, прямых солнечных лучей и различных температур, а потому является отличным вариантом для установки на границе улица-дом.
</p>
<p>
	 Дверь покрыта качественной итальянской краской, которая имеет европейские гигиенические сертификаты. Замки, задвижки, ручки и петли принадлежат производству самых передовых компаний, гарантирующих качество и надёжность своей продукции.
</p>";metallicheskaya_dver_neon_dlya_kvartiry;/upload/iblock/666/66611a5c8cbae8d0c9a3cef119377662.jpg;/upload/iblock/f76/f76265feef3295177d12190416deef5a.jpg;2;706;Краска;МДФ;;16 мм;рис. Н-52;цвет «Белый»;Краска ;МДФ;патина серебро ;16 мм;рис. Н-52;цвет «Черно-серый»;330;Неон;Для квартиры;от 1980 мм до 2380 мм;;;;;;;;;;;;;;;
1576;Двупольная дверь Лацио для дома и квартиры;N;;/upload/iblock/e66/e66c53e8c80c2f8e2274e0f89a9553b7.jpg;"&lt;p&gt;Коллекция «Art» – это уникальный дизайн и высочайшее качество всех элементов. Приобретая двупольную дверь «Лацио», вы получаете не только надёжную защиту вашего дома, но и уникальное изысканное дополнение интерьера. Модель имеет встроенный стеклопакет, на который установлена решётка необычной формы.&lt;/p&gt;<br />
&lt;p&gt;Дверь с двух сторон покрыта виноритом, который имитирует структуру дерева и является лучшим примером сочетания прочности, экологичности и долговечности.&nbsp;&nbsp;Искусственное состаривание поверхности позволяет придать двери таинственности, а также подчеркнуть каждую деталь композиции.&lt;/p&gt;<br />
&lt;p&gt;Технические характеристики двери «Лацио» не уступают внешнему виду, потому как успешно прошли все сертификационные испытания, получив 5-ую категорию по сопротивляемости взлому, высший класс герметичности и прочности покрытия.&nbsp;&nbsp;Все замки и фурнитура имеют сертификаты, высокие классы безопасности и уникальные системы защиты.&lt;/p&gt;<br />
";dvupolnaya_dver_latsio_dlya_doma_i_kvartiry;/upload/iblock/928/928d71c427d97ec36c82a3aaf622021b.jpg;/upload/iblock/bdf/bdf24c8a11e604870f74983f7e30b423.jpg;3;706;Винорит;МДФ влагостойкий ;патина серебро;16 мм;рис. О-Е ;цвет «Белый»;Винорит;МДФ влагостойкий;патина серебро ;16 мм;рис. ХФ-31 ;цвет «Белый»;514;Лацио;Для дома;от 2060 мм до 2360 мм;;;;;;;;;;;;;;;
1577;Входная дверь Октавио для дома и квартиры;N;;/upload/iblock/bb5/bb55f40b6a410cae8c8d2addd481b8f8.jpg;"<p>
	 «Coliseum» — это коллекция дверей, сочетающих в себе грацию, изысканность, безопасность и долговечность. Дверь «Октавио» имеет покрытие Vinorit, которое используется для наружной отделки дверей, потому как является прекрасным примером сочетания прочности, эстетичности, экологичности и долговечности. Оно имитирует структуру натурального дерева, а также служит защитой MDF-панелей, на которые нанесена глубокая фрезеровка.
</p>
<p>
	 Дверь успешно прошла сертификационные тесты и испытания на производстве, подтвердив высочайшие показатели взломоскойкости, герметичности двери, шумоизоляции и прочности покрытия. Производители замков и фурнитуры надёжно защищают свою продукцию, используя ложные пазы и зазубрины, а также сложные системы перекодировки.
</p>";vkhodnaya_dver_oktavio_dlya_doma_i_kvartiry;/upload/iblock/a13/a132b64e3f124bc9f543ba57b514a266.jpg;/upload/iblock/e6a/e6a764269db90f00620d11bcea3ab725.jpg;3;706;Винорит;МДФ влагостойкий ;патина черная;16 мм;рис. Н-40;цвет «Дуб золотистый»;Винорит;МДФ влагостойкий;патина черная ;16 мм;рис. Н-40 ;цвет «Дуб золотистый»;399;Октавио;Для дома;от 1980 мм до 2380 мм;;;;;;;;;;;;;;;
1577;Входная дверь Октавио для дома и квартиры;N;;/upload/iblock/bb5/bb55f40b6a410cae8c8d2addd481b8f8.jpg;"<p>
	 «Coliseum» — это коллекция дверей, сочетающих в себе грацию, изысканность, безопасность и долговечность. Дверь «Октавио» имеет покрытие Vinorit, которое используется для наружной отделки дверей, потому как является прекрасным примером сочетания прочности, эстетичности, экологичности и долговечности. Оно имитирует структуру натурального дерева, а также служит защитой MDF-панелей, на которые нанесена глубокая фрезеровка.
</p>
<p>
	 Дверь успешно прошла сертификационные тесты и испытания на производстве, подтвердив высочайшие показатели взломоскойкости, герметичности двери, шумоизоляции и прочности покрытия. Производители замков и фурнитуры надёжно защищают свою продукцию, используя ложные пазы и зазубрины, а также сложные системы перекодировки.
</p>";vkhodnaya_dver_oktavio_dlya_doma_i_kvartiry;/upload/iblock/a13/a132b64e3f124bc9f543ba57b514a266.jpg;/upload/iblock/e6a/e6a764269db90f00620d11bcea3ab725.jpg;3;706;Винорит;МДФ влагостойкий ;патина черная;16 мм;рис. Н-40;цвет «Дуб золотистый»;Винорит;МДФ влагостойкий;патина черная ;16 мм;рис. Н-40 ;цвет «Дуб золотистый»;399;Октавио;Для квартиры;от 1980 мм до 2380 мм;;;;;;;;;;;;;;;
1578;Двупольная дверь Цезарь для дома и квартиры;N;;/upload/iblock/e38/e38903061dd154e0a6f8ce18d66c4697.jpg;"<p>
	 Модель «Цезарь» из коллекции «Coliseum» – это дверь, в которой нет ничего лишнего, преобладают чёткие линии, сдержанность и лаконичность. Внешний вид двери приятно удивит вас своей простотой в сочетании с богатством, а также высококлассной фурнитурой Kale, Apecs и Crit, имеющей высочайшие классы безопасности.
</p>
<p>
	 В качестве покрытия выбран винорит, которая обладает устойчивостью к различным атмосферным явлениям, а также лёгким механическим повреждениям. Сертификационные испытания и тесты на производстве подтвердили высокий уровень тепло- шумоизоляции и высший класс герметичности.
</p>";dvupolnaya_dver_tsezar_dlya_doma_i_kvartiry;/upload/iblock/2c1/2c1323a4cf4a95cc520be82919fd28d9.jpg;/upload/iblock/3a7/3a7071e4bd80dd8a26a2dd6509c88677.jpg;3;706;Винорит;МДФ влагостойкий ;патина черная;16 мм;рис. ХФ-14 ;цвет «Дуб золотистый»;Винорит;МДФ влагостойкий;патина черная ;16 мм;рис. ХФ-14 ;цвет «Дуб золотистый»;613;Цезарь;Для дома;от 2060 мм до 2360 мм;;;;;;;;;;;;;;;
1578;Двупольная дверь Цезарь для дома и квартиры;N;;/upload/iblock/e38/e38903061dd154e0a6f8ce18d66c4697.jpg;"<p>
	 Модель «Цезарь» из коллекции «Coliseum» – это дверь, в которой нет ничего лишнего, преобладают чёткие линии, сдержанность и лаконичность. Внешний вид двери приятно удивит вас своей простотой в сочетании с богатством, а также высококлассной фурнитурой Kale, Apecs и Crit, имеющей высочайшие классы безопасности.
</p>
<p>
	 В качестве покрытия выбран винорит, которая обладает устойчивостью к различным атмосферным явлениям, а также лёгким механическим повреждениям. Сертификационные испытания и тесты на производстве подтвердили высокий уровень тепло- шумоизоляции и высший класс герметичности.
</p>";dvupolnaya_dver_tsezar_dlya_doma_i_kvartiry;/upload/iblock/2c1/2c1323a4cf4a95cc520be82919fd28d9.jpg;/upload/iblock/3a7/3a7071e4bd80dd8a26a2dd6509c88677.jpg;3;706;Винорит;МДФ влагостойкий ;патина черная;16 мм;рис. ХФ-14 ;цвет «Дуб золотистый»;Винорит;МДФ влагостойкий;патина черная ;16 мм;рис. ХФ-14 ;цвет «Дуб золотистый»;613;Цезарь;Для квартиры;от 2060 мм до 2360 мм;;;;;;;;;;;;;;;
1579;Входная дверь Рафаэль для дома и квартиры;N;;/upload/iblock/55e/55ec7858ba4d60d2052d25be9309cb47.jpg;"<p>
	 Свежий взгляд на внешний вид дверей, новые дизайнерские решения в совокупности с надежностью противовзломной системы объединила в себе коллекция дверей «Art». Модель «Рафаэль», помимо внешней привлекательности с её художественной фрезеровкой, патиной и изысканной фурнитурой, имеет покрытие Vinorit, которое используется для наружной отделки дверей и является прекрасным примером сочетания прочности, эстетичности, экологичности и долговечности. Покрытие имитирует структуру натурального дерева и служит защитой MDF-панелей, на которые нанесена глубокая фрезеровка.
</p>
<p>
	 Дверь создана с использованием гнутых профилей, имеет небольшой вес при внушительной толщине, защищена системой горизонтальных и вертикальных рёбер, а также оборудована противосъемными ригелями. Фурнитура имеет высшие классы безопасности, даже при длительной эксплуатации не теряет своих технических и внешних характеристик.
</p>";vkhodnaya_dver_rafael_dlya_doma_i_kvartiry;/upload/iblock/274/2746907ec399cea24b3cf49ee7c9a26c.jpg;/upload/iblock/d3c/d3cb2573a812ce88c10d31f083bb628a.jpg;3;706;Винорит;МДФ влагостойкий ;патина черная;16 мм;рис. О-Е ;цвет «Дуб золотистый»;Винорит;МДФ влагостойкий;патина черная ;16 мм;рис. ХФ-31 ;цвет «Дуб золотистый»;394;Рафаэль;Для дома;от 2000 мм до 2380 мм;;;;;;;;;;;;;;;
1579;Входная дверь Рафаэль для дома и квартиры;N;;/upload/iblock/55e/55ec7858ba4d60d2052d25be9309cb47.jpg;"<p>
	 Свежий взгляд на внешний вид дверей, новые дизайнерские решения в совокупности с надежностью противовзломной системы объединила в себе коллекция дверей «Art». Модель «Рафаэль», помимо внешней привлекательности с её художественной фрезеровкой, патиной и изысканной фурнитурой, имеет покрытие Vinorit, которое используется для наружной отделки дверей и является прекрасным примером сочетания прочности, эстетичности, экологичности и долговечности. Покрытие имитирует структуру натурального дерева и служит защитой MDF-панелей, на которые нанесена глубокая фрезеровка.
</p>
<p>
	 Дверь создана с использованием гнутых профилей, имеет небольшой вес при внушительной толщине, защищена системой горизонтальных и вертикальных рёбер, а также оборудована противосъемными ригелями. Фурнитура имеет высшие классы безопасности, даже при длительной эксплуатации не теряет своих технических и внешних характеристик.
</p>";vkhodnaya_dver_rafael_dlya_doma_i_kvartiry;/upload/iblock/274/2746907ec399cea24b3cf49ee7c9a26c.jpg;/upload/iblock/d3c/d3cb2573a812ce88c10d31f083bb628a.jpg;3;706;Винорит;МДФ влагостойкий ;патина черная;16 мм;рис. О-Е ;цвет «Дуб золотистый»;Винорит;МДФ влагостойкий;патина черная ;16 мм;рис. ХФ-31 ;цвет «Дуб золотистый»;394;Рафаэль;Для квартиры;от 2000 мм до 2380 мм;;;;;;;;;;;;;;;
1580;Входная дверь Прованс для дома и квартиры;N;;/upload/iblock/8d8/8d823d3a3cc87fee3628dbddc8380f1c.jpg;"<p>
	 Если Вы устали от вычурности, внешнего блеска и пышности форм, коллекция «Tradition» станет лучшим выбором. Дверь «Прованс» выполнена в сдержанном стиле, подчеркивающем тонкий и изысканный вкус своего владельца. Помимо внешней привлекательности, двери имеют высочайшие показатели безопасности. После испытаний в сертификационных лабораториях, была установлена 5 категория по сопротивляемости взлому, А-класс по герметичности, высший балл прочности, а также высокий коэффициент тепло- и шумоизоляции.
</p>
<p>
	 Дверь имеет покрытие Винорит, которое благодаря своим свойствам может быть установлено на границе улица-дом (устойчивость к температурам, УФ-лучам, механическим повреждениям). Фурнитура производится на крупнейших предприятиях, гарантирующих наилучшие характеристики в сочетании с высшим классом безопасности.
</p>";vkhodnaya_dver_provans_dlya_doma_i_kvartiry;/upload/iblock/c88/c885d15633b8083039f2f1160605fd2f.jpg;/upload/iblock/4ff/4ff642515ef9fb247cc95d67aad64084.jpg;3;706;Винорит;МДФ влагостойкий ;патина черная;16 мм;рис. П-2;цвет «Дуб темный»;Винорит;МДФ влагостойкий;патина черная ;16 мм;рис. П-2;цвет «Дуб темный»;433;Прованс;Для дома;от 1980 мм до 2380 мм;;;;;;;;;;;;;;;
1580;Входная дверь Прованс для дома и квартиры;N;;/upload/iblock/8d8/8d823d3a3cc87fee3628dbddc8380f1c.jpg;"<p>
	 Если Вы устали от вычурности, внешнего блеска и пышности форм, коллекция «Tradition» станет лучшим выбором. Дверь «Прованс» выполнена в сдержанном стиле, подчеркивающем тонкий и изысканный вкус своего владельца. Помимо внешней привлекательности, двери имеют высочайшие показатели безопасности. После испытаний в сертификационных лабораториях, была установлена 5 категория по сопротивляемости взлому, А-класс по герметичности, высший балл прочности, а также высокий коэффициент тепло- и шумоизоляции.
</p>
<p>
	 Дверь имеет покрытие Винорит, которое благодаря своим свойствам может быть установлено на границе улица-дом (устойчивость к температурам, УФ-лучам, механическим повреждениям). Фурнитура производится на крупнейших предприятиях, гарантирующих наилучшие характеристики в сочетании с высшим классом безопасности.
</p>";vkhodnaya_dver_provans_dlya_doma_i_kvartiry;/upload/iblock/c88/c885d15633b8083039f2f1160605fd2f.jpg;/upload/iblock/4ff/4ff642515ef9fb247cc95d67aad64084.jpg;3;706;Винорит;МДФ влагостойкий ;патина черная;16 мм;рис. П-2;цвет «Дуб темный»;Винорит;МДФ влагостойкий;патина черная ;16 мм;рис. П-2;цвет «Дуб темный»;433;Прованс;Для квартиры;от 1980 мм до 2380 мм;;;;;;;;;;;;;;;
1581;Металлическая дверь Лео для квартиры;N;;/upload/iblock/6f9/6f98ddd7206aac3328eb6b621d923aeb.jpg;"<p>
	 Индивидуальный стиль, оригинальность отделки и чёткость линий, присущие коллекции «Art», придутся по вкусу тем, кто ценит надёжность в сочетании с утончённым внешним видом. Дверь «Лео» является эталоном изысканного вкуса и примером повышенной безопасности — данная модель имеет 5 уровень защиты от взлома, а также высший класс по герметичности и прочности покрытия.
</p>
<p>
	 Защиту от УФ-лучей, агрессивных погодных условий и несложных механических повреждений обеспечивает покрытие Винорит, а черная патина позволяет искусственно состарить поверхность. Замки и фурнитура принадлежат ведущим мировым компаниям, гарантирующим высочайшее качество своей продукции.
</p>";metallicheskaya_dver_leo_dlya_kvartiry;/upload/iblock/192/1921e6112f339672d4ddd3d1560d52fd.jpg;/upload/iblock/701/7013ee920e2281765f49e53fa83ba9f3.jpg;2;706;Винорит;МДФ;патина черная;16 мм;рис. П-13 ;цвет «Дуб золотистый»;Винорит;МДФ;патина черная ;16 мм;рис. ХФ-36 ;цвет «Дуб золотистый»;385;Лео;Для квартиры;от 2000 мм до 2380 мм;;;;;;;;;;;;;;;
1582;Металлическая дверь Луна для квартиры;N;;/upload/iblock/c4c/c4c1191a644c3c8924f1bac6dd051786.jpg;"<p>
	 «Арт» — это коллекция дверей, которая сочетает в себе богатство, изящество, выверенность деталей и высочайший уровень безопасности. Входная дверь «Луна» является прекрасным выбором даже для самого требовательного покупателя — антивандальное покрытие Винорит, патина и художественная фрезеровка придают двери уникальный вид, а высочайшие показатели безопасности гарантируют надёжность и долгую службу.
</p>
<p>
	 Фурнитура и замки Kale, Apecs и Crit имеют сертификаты качества, подтверждающие высочайшие классы защиты продукции.
</p>";metallicheskaya_dver_luna_dlya_kvartiry;/upload/iblock/d1f/d1f119c8df92a1e3249b749191ae6f87.jpg;/upload/iblock/f51/f510993f00ecc2e9b553bed907fc57c6.jpg;2;706;Винорит;МДФ;патина черная;16 мм;рис. П-8 ;цвет «Дуб темный»;Винорит;МДФ;патина черная ;16 мм;рис. ХФ-23 ;цвет «Дуб темный»;387;Луна;Для квартиры;от 2000 мм до 2380 мм;;;;;;;;;;;;;;;
1583;Входная дверь Милано для дома и квартиры;N;;/upload/iblock/22b/22b448a6ae9537999540c714c6dbf09a.jpg;"<p>
	 Линейка дверей «Art» совмещает в себе элегантность, роскошь и долговечность. Модель «Милано» состоит из панели–амфибии, покрытой виноритом, который защищает от воздействия ультрафиолета, царапин и перепадов температур. Патинирование поверхности производится вручную, что позволяет придать дверям изысканный вид, а также подчеркнуть красоту рисунка и рельефность.
</p>
<p>
	 Дверь имеет качественную и долговечную фурнитуру, которая отличается высокими противовзломными характеристиками и уникальным дизайном.
</p>";vkhodnaya_dver_milano_dlya_doma_i_kvartiry;/upload/iblock/54a/54aaaef6f7936ec7c35acf3dc973dc86.jpg;/upload/iblock/931/931b82400535b9719cf24423f12d5971.jpg;3;706;Винорит;МДФ влагостойкий ;патина черная;16 мм; рис. П-4;цвет «Дуб золотистый»;Винорит;МДФ влагостойкий;патина черная ;16 мм;рис. ХФ-34;цвет «Дуб золотистый»;390;Милано;Для дома;от 2000 мм до 2380 мм;;;;;;;;;;;;;;;
1583;Входная дверь Милано для дома и квартиры;N;;/upload/iblock/22b/22b448a6ae9537999540c714c6dbf09a.jpg;"<p>
	 Линейка дверей «Art» совмещает в себе элегантность, роскошь и долговечность. Модель «Милано» состоит из панели–амфибии, покрытой виноритом, который защищает от воздействия ультрафиолета, царапин и перепадов температур. Патинирование поверхности производится вручную, что позволяет придать дверям изысканный вид, а также подчеркнуть красоту рисунка и рельефность.
</p>
<p>
	 Дверь имеет качественную и долговечную фурнитуру, которая отличается высокими противовзломными характеристиками и уникальным дизайном.
</p>";vkhodnaya_dver_milano_dlya_doma_i_kvartiry;/upload/iblock/54a/54aaaef6f7936ec7c35acf3dc973dc86.jpg;/upload/iblock/931/931b82400535b9719cf24423f12d5971.jpg;3;706;Винорит;МДФ влагостойкий ;патина черная;16 мм; рис. П-4;цвет «Дуб золотистый»;Винорит;МДФ влагостойкий;патина черная ;16 мм;рис. ХФ-34;цвет «Дуб золотистый»;390;Милано;Для квартиры;от 2000 мм до 2380 мм;;;;;;;;;;;;;;;
1584;Входная дверь Денвер 80.04.02 для квартиры;N;;/upload/iblock/7d6/7d647f2bbeb51c5a8eb2485cb49d848b.jpg;"<p>
	 «Денвер 80.04.02» — это новое название двери «Новосел-404».
</p>
<p>
	 Отделка металлической двери «Денвер 80.04.02» создана из ProfilDoors, сборных щитов МДФ с покрытием Экошпон. Щиты произведены в Германии, и инкрустированы стеклянными вставками. Экошпон обладает высокой износостойкостью, отлично переносит частые влажные уборки с использованием бытовых моющих и чистящих средств, не впитывает загрязнения благодаря отсутствию пор в структуре материала.
</p>
<p>
	 Современная гибочно-профильная технология позволяет создать цельногнутый лист стали оптимальной толщины, без дополнительного увеличения веса, и избежать быстрого износа фурнитуры. Дверь изготовлена из цельногнутого полотна, в котором отсутствуют швы, поэтому доступ к замкам, через отрыв листа невозможен. «Денвер 80.04.02» оснащен противосьемными ригелями, которые при закрытии полотна входят в специальные отверстия в раме, чтобы не допустить срыва двери с петель.
</p>
<p>
	 Система замков состоит из сувальдного, с комплектом накладок Crit, и цилиндрического замков, усиленных дополнительной врезной броненакладкой из закаленной стали. Броненакладка помогает защитить сердцевину замка и исключить доступ к ней путем механического воздействия.
</p>
 <br>";vkhodnaya_dver_denver_80_04_02_dlya_kvartiry;/upload/iblock/f24/f24790edbcea48bb300cff1caf98d5ee.jpg;/upload/iblock/5b6/5b6689cde969bba053ec614be2460c7f.jpg;2;705;;МДФ;стекло черное;16 мм;Х7; цвет «Капучино»;Экошпон;МДФ;;10 мм;рис. Н-64;цвет «Венге темный»;719;Денвер 80.04.02;Для квартиры;2050 мм;;;;;;;;;;;;;;;
1585;Входная дверь Лондон для дома и квартиры;N;;/upload/iblock/389/3895f3dee6f6d92a7969790debcde8b8.jpg;"<p>
	 Если Вы ищите дверь, в которой нет ничего лишнего, преобладают чёткие линии, сдержанность и лаконичность, тогда модель «Лондон» из коллекции «Tradition» — это именно то, что нужно! Внешний вид двери приятно удивит Вас своей простотой в сочетании с богатством, а также высококлассной фурнитурой Kale, Apecs и Crit, имеющей высочайшие классы безопасности.
</p>
<p>
	 Для покрытия выбрана итальянская краска, которая позволяет установить дверь на границе дом-улица. Она обладает устойчивостью к разного рода атмосферным явлениям, а также механическим повреждениям. Помимо всего прочего, дверь имеет высокий уровень тепло- и шумоизоляции и высший класс герметичности.
</p>";vkhodnaya_dver_london_dlya_doma_i_kvartiry;/upload/iblock/05d/05d5d6016c40fd4b80af0311e5b99fcb.jpg;/upload/iblock/94f/94f38a160db61f60b616ae8b261ced65.jpg;3;706;Краска;МДФ влагостойкий ;патина золото;16 мм;рис. П-2;цвет «Слоновая кость»;Краска ;МДФ влагостойкий;;16 мм;рис. П-2;цвет «Черно-серый»;375;Лондон;Для дома;от 1980 мм до 2380 мм;;;;;;;;;;;;;;;
1585;Входная дверь Лондон для дома и квартиры;N;;/upload/iblock/389/3895f3dee6f6d92a7969790debcde8b8.jpg;"<p>
	 Если Вы ищите дверь, в которой нет ничего лишнего, преобладают чёткие линии, сдержанность и лаконичность, тогда модель «Лондон» из коллекции «Tradition» — это именно то, что нужно! Внешний вид двери приятно удивит Вас своей простотой в сочетании с богатством, а также высококлассной фурнитурой Kale, Apecs и Crit, имеющей высочайшие классы безопасности.
</p>
<p>
	 Для покрытия выбрана итальянская краска, которая позволяет установить дверь на границе дом-улица. Она обладает устойчивостью к разного рода атмосферным явлениям, а также механическим повреждениям. Помимо всего прочего, дверь имеет высокий уровень тепло- и шумоизоляции и высший класс герметичности.
</p>";vkhodnaya_dver_london_dlya_doma_i_kvartiry;/upload/iblock/05d/05d5d6016c40fd4b80af0311e5b99fcb.jpg;/upload/iblock/94f/94f38a160db61f60b616ae8b261ced65.jpg;3;706;Краска;МДФ влагостойкий ;патина золото;16 мм;рис. П-2;цвет «Слоновая кость»;Краска ;МДФ влагостойкий;;16 мм;рис. П-2;цвет «Черно-серый»;375;Лондон;Для квартиры;от 1980 мм до 2380 мм;;;;;;;;;;;;;;;
1586;Двупольная дверь Лацио для дома;N;;/upload/iblock/35b/35b257922be30b5d8204cfc5599340c2.jpg;"&lt;p&gt;Коллекция «Art» — это уникальный дизайн и высочайшее качество всех элементов. Приобретая двупольную дверь «Лацио», вы получаете не только надёжную защиту вашего дома, но и уникальное изысканное дополнение интерьера. Модель имеет встроенный стеклопакет, на который установлена решётка необычной формы.&lt;/p&gt;<br />
&lt;p&gt;Дверь с двух сторон покрыта виноритом, который имитирует структуру дерева и является лучшим примером сочетания прочности, экологичности и долговечности.&nbsp;&nbsp;Искусственное состаривание поверхности позволяет придать двери таинственности, а также подчеркнуть каждую деталь композиции.&lt;/p&gt;<br />
&lt;p&gt;Технические характеристики двери «Лацио» не уступают внешнему виду, потому как успешно прошли все сертификационные испытания, получив 5-ую категорию по сопротивляемости взлому, высший класс герметичности и прочности покрытия.&nbsp;&nbsp;Все замки и фурнитура имеют сертификаты, высокие классы безопасности и уникальные системы защиты.&lt;/p&gt;<br />
";dvupolnaya_dver_latsio_dlya_doma;/upload/iblock/7d6/7d6adcdcf991b0bb6b5848af2a8da9f6.jpg;/upload/iblock/f06/f063fbf24db421767aea8601b5b06b9e.jpg;3;706;Винорит;МДФ влагостойкий ;патина черная;16 мм;рис. О-Е ;цвет «Тик»;Винорит;МДФ влагостойкий;патина черная ;16 мм;рис. ХФ-31 ;цвет «Тик»;611;Лацио;Для дома;от 2060 мм до 2360 мм;;;;;;;;;;;;;;;
